"selec","channel","start","end","sound.files","File.Offset..s.","bottom.freq","top.freq","selec.file","element_labels","old.selec","SNR","channel","check.res","duration","min.n.samples","sample.rate","channels","bits","sound.file.samples","song.lab","element","Species","Species_uscr","Clade","selection_type","Check.status","additional_info","song"
1513,1,9.351,9.40397464699993,"Caprimulgus-jotaka-356512.wav","",0.3604,2.0727,"","1a",NA,12.4262134343417,1,"OK",0.0529746469999282,2336,44.1,1,16,582912,1,"a","Caprimulgus jotaka","Caprimulgus_jotaka","Nightjars","","OK","Analyzed by Fabian Mora in 2019, tailored by MAS in 2020","Caprimulgus-jotaka-356512.wav-1"
1514,1,9.506,9.55667140100005,"Caprimulgus-jotaka-356512.wav","",0.5106,2.2229,"","1a",NA,11.2363123352877,1,"OK",0.0506714010000451,2234,44.1,1,16,582912,1,"a","Caprimulgus jotaka","Caprimulgus_jotaka","Nightjars","","OK","Analyzed by Fabian Mora in 2019, tailored by MAS in 2020","Caprimulgus-jotaka-356512.wav-1"
1515,1,9.678,9.74249087499982,"Caprimulgus-jotaka-356512.wav","",0.5407,1.9826,"","1a",NA,15.8527820524355,1,"OK",0.0644908749998194,2844,44.1,1,16,582912,1,"a","Caprimulgus jotaka","Caprimulgus_jotaka","Nightjars","","OK","Analyzed by Fabian Mora in 2019, tailored by MAS in 2020","Caprimulgus-jotaka-356512.wav-1"
1516,1,9.835,9.89258113799993,"Caprimulgus-jotaka-356512.wav","",0.6909,2.0427,"","1a",NA,14.3408567352692,1,"OK",0.0575811379999323,2539,44.1,1,16,582912,1,"a","Caprimulgus jotaka","Caprimulgus_jotaka","Nightjars","","OK","Analyzed by Fabian Mora in 2019, tailored by MAS in 2020","Caprimulgus-jotaka-356512.wav-1"
1517,1,9.999,10.0473681559999,"Caprimulgus-jotaka-356512.wav","",0.4806,1.9826,"","1a",NA,10.8967733958798,1,"OK",0.0483681559999241,2133,44.1,1,16,582912,1,"a","Caprimulgus jotaka","Caprimulgus_jotaka","Nightjars","","OK","Analyzed by Fabian Mora in 2019, tailored by MAS in 2020","Caprimulgus-jotaka-356512.wav-1"
1518,1,10.164,10.228490875,"Caprimulgus-jotaka-356512.wav","",0.5106,2.1629,"","1a",NA,13.7957230840144,1,"OK",0.0644908750000468,2844,44.1,1,16,582912,1,"a","Caprimulgus jotaka","Caprimulgus_jotaka","Nightjars","","OK","Analyzed by Fabian Mora in 2019, tailored by MAS in 2020","Caprimulgus-jotaka-356512.wav-1"
1519,1,10.344,10.399277893,"Caprimulgus-jotaka-356512.wav","",0.3304,1.8324,"","1a",NA,12.3994015765495,1,"OK",0.0552778930000386,2437,44.1,1,16,582912,1,"a","Caprimulgus jotaka","Caprimulgus_jotaka","Nightjars","","OK","Analyzed by Fabian Mora in 2019, tailored by MAS in 2020","Caprimulgus-jotaka-356512.wav-1"
1520,1,10.515,10.5679746469999,"Caprimulgus-jotaka-356512.wav","",0.3604,1.8324,"","1a",NA,14.4086265394086,1,"OK",0.0529746469999282,2336,44.1,1,16,582912,1,"a","Caprimulgus jotaka","Caprimulgus_jotaka","Nightjars","","OK","Analyzed by Fabian Mora in 2019, tailored by MAS in 2020","Caprimulgus-jotaka-356512.wav-1"
1521,1,10.662,10.712671402,"Caprimulgus-jotaka-356512.wav","",0.4806,1.9225,"","1a",NA,9.67195868841396,1,"OK",0.0506714020000345,2234,44.1,1,16,582912,1,"a","Caprimulgus jotaka","Caprimulgus_jotaka","Nightjars","","OK","Analyzed by Fabian Mora in 2019, tailored by MAS in 2020","Caprimulgus-jotaka-356512.wav-1"
1522,1,0.682,0.723458420000026,"Caprimulgus-jotaka-426429.wav","",0.3304,1.8324,"","1a",NA,16.5265253917865,1,"OK",0.0414584200000263,1828,44.1,1,16,1195776,1,"a","Caprimulgus jotaka","Caprimulgus_jotaka","Nightjars","","OK","Analyzed by Fabian Mora in 2019, tailored by MAS in 2020","Caprimulgus-jotaka-426429.wav-1"
610,1,0.901,0.949555159999978,"Caprimulgus-jotaka-426429.wav","",0.2181,2.1323,"Caprimulgus-jotaka-426429.Table.1.selections.txt","1a",1,14.199426250664,1,"OK",0.0485551599999781,2141,44.1,1,16,1195776,1,"a","Caprimulgus jotaka","Caprimulgus_jotaka","Nightjars","","OK","Analyzed by Fabian Mora in 2019, tailored by MAS in 2020","Caprimulgus-jotaka-426429.wav-1"
611,1,1.098,1.13570165299989,"Caprimulgus-jotaka-426429.wav","",0.2908,2.1081,"Caprimulgus-jotaka-426429.Table.1.selections.txt","1a",2,12.96059459258,1,"OK",0.0377016529998855,1662,44.1,1,16,1195776,1,"a","Caprimulgus jotaka","Caprimulgus_jotaka","Nightjars","","OK","Analyzed by Fabian Mora in 2019, tailored by MAS in 2020","Caprimulgus-jotaka-426429.wav-1"
612,1,1.29,1.32541670499999,"Caprimulgus-jotaka-426429.wav","",0.1696,2.1565,"Caprimulgus-jotaka-426429.Table.1.selections.txt","1a",3,13.4972351365968,1,"OK",0.0354167049999887,1561,44.1,1,16,1195776,1,"a","Caprimulgus jotaka","Caprimulgus_jotaka","Nightjars","","OK","Analyzed by Fabian Mora in 2019, tailored by MAS in 2020","Caprimulgus-jotaka-426429.wav-1"
613,1,1.481,1.51698794200002,"Caprimulgus-jotaka-426429.wav","",0.2423,2.1808,"Caprimulgus-jotaka-426429.Table.1.selections.txt","1a",4,13.1392017567214,1,"OK",0.0359879420000198,1587,44.1,1,16,1195776,1,"a","Caprimulgus jotaka","Caprimulgus_jotaka","Nightjars","","OK","Analyzed by Fabian Mora in 2019, tailored by MAS in 2020","Caprimulgus-jotaka-426429.wav-1"
614,1,1.667,1.70413041699984,"Caprimulgus-jotaka-426429.wav","",0.2665,2.0838,"Caprimulgus-jotaka-426429.Table.1.selections.txt","1a",5,13.1941964131536,1,"OK",0.0371304169998439,1637,44.1,1,16,1195776,1,"a","Caprimulgus jotaka","Caprimulgus_jotaka","Nightjars","","OK","Analyzed by Fabian Mora in 2019, tailored by MAS in 2020","Caprimulgus-jotaka-426429.wav-1"
615,1,1.852,1.89198660299999,"Caprimulgus-jotaka-426429.wav","",0.1938,2.1565,"Caprimulgus-jotaka-426429.Table.1.selections.txt","1a",6,12.2128009976594,1,"OK",0.0399866029999885,1763,44.1,1,16,1195776,1,"a","Caprimulgus jotaka","Caprimulgus_jotaka","Nightjars","","OK","Analyzed by Fabian Mora in 2019, tailored by MAS in 2020","Caprimulgus-jotaka-426429.wav-1"
616,1,2.038,2.07455918000004,"Caprimulgus-jotaka-426429.wav","",0.2423,2.0838,"Caprimulgus-jotaka-426429.Table.1.selections.txt","1a",7,12.6539354460417,1,"OK",0.0365591800000402,1612,44.1,1,16,1195776,1,"a","Caprimulgus jotaka","Caprimulgus_jotaka","Nightjars","","OK","Analyzed by Fabian Mora in 2019, tailored by MAS in 2020","Caprimulgus-jotaka-426429.wav-1"
617,1,2.227,2.26413041700007,"Caprimulgus-jotaka-426429.wav","",0.1938,2.0354,"Caprimulgus-jotaka-426429.Table.1.selections.txt","1a",8,12.8956795670836,1,"OK",0.0371304170000712,1637,44.1,1,16,1195776,1,"a","Caprimulgus jotaka","Caprimulgus_jotaka","Nightjars","","OK","Analyzed by Fabian Mora in 2019, tailored by MAS in 2020","Caprimulgus-jotaka-426429.wav-1"
1674,1,7.609,7.65736815599992,"Caprimulgus-jotaka-426429.wav","",0.3651,1.7888,"","2a",NA,16.5965110391075,1,"OK",0.0483681559999241,2133,44.1,1,16,1195776,2,"a","Caprimulgus jotaka","Caprimulgus_jotaka","Nightjars","","OK","Analyzed by Fabian Mora in 2019, tailored by MAS in 2020","Caprimulgus-jotaka-426429.wav-2"
1675,1,7.828,7.86945841900004,"Caprimulgus-jotaka-426429.wav","",0.4016,1.9714,"","2a",NA,18.3611161969758,1,"OK",0.0414584190000369,1828,44.1,1,16,1195776,2,"a","Caprimulgus jotaka","Caprimulgus_jotaka","Nightjars","","OK","Analyzed by Fabian Mora in 2019, tailored by MAS in 2020","Caprimulgus-jotaka-426429.wav-2"
1676,1,8.028,8.07406491100003,"Caprimulgus-jotaka-426429.wav","",0.146,1.7888,"","2a",NA,15.4947175218337,1,"OK",0.0460649110000304,2031,44.1,1,16,1195776,2,"a","Caprimulgus jotaka","Caprimulgus_jotaka","Nightjars","","OK","Analyzed by Fabian Mora in 2019, tailored by MAS in 2020","Caprimulgus-jotaka-426429.wav-2"
1677,1,8.227,8.26385192800003,"Caprimulgus-jotaka-426429.wav","",0.3286,2.0444,"","2a",NA,15.8363580521439,1,"OK",0.0368519280000328,1625,44.1,1,16,1195776,2,"a","Caprimulgus jotaka","Caprimulgus_jotaka","Nightjars","","OK","Analyzed by Fabian Mora in 2019, tailored by MAS in 2020","Caprimulgus-jotaka-426429.wav-2"
1678,1,8.415,8.45645841899981,"Caprimulgus-jotaka-426429.wav","",0.2921,2.0809,"","2a",NA,14.6543775027104,1,"OK",0.0414584189998095,1828,44.1,1,16,1195776,2,"a","Caprimulgus jotaka","Caprimulgus_jotaka","Nightjars","","OK","Analyzed by Fabian Mora in 2019, tailored by MAS in 2020","Caprimulgus-jotaka-426429.wav-2"
1679,1,8.597,8.64306491100003,"Caprimulgus-jotaka-426429.wav","",0.2921,1.9349,"","2a",NA,13.2727764105228,1,"OK",0.0460649110000304,2031,44.1,1,16,1195776,2,"a","Caprimulgus jotaka","Caprimulgus_jotaka","Nightjars","","OK","Analyzed by Fabian Mora in 2019, tailored by MAS in 2020","Caprimulgus-jotaka-426429.wav-2"
1680,1,8.784,8.82315517299993,"Caprimulgus-jotaka-426429.wav","",0.3651,1.9349,"","2a",NA,13.1522199777152,1,"OK",0.0391551729999264,1726,44.1,1,16,1195776,2,"a","Caprimulgus jotaka","Caprimulgus_jotaka","Nightjars","","OK","Analyzed by Fabian Mora in 2019, tailored by MAS in 2020","Caprimulgus-jotaka-426429.wav-2"
1681,1,8.971,9.01245842000003,"Caprimulgus-jotaka-426429.wav","",0.4381,2.0079,"","2a",NA,14.8797740149279,1,"OK",0.0414584200000263,1828,44.1,1,16,1195776,2,"a","Caprimulgus jotaka","Caprimulgus_jotaka","Nightjars","","OK","Analyzed by Fabian Mora in 2019, tailored by MAS in 2020","Caprimulgus-jotaka-426429.wav-2"
1682,1,9.159,9.19354868299991,"Caprimulgus-jotaka-426429.wav","",0.4381,1.9714,"","2a",NA,13.5872748987206,1,"OK",0.0345486829999118,1523,44.1,1,16,1195776,2,"a","Caprimulgus jotaka","Caprimulgus_jotaka","Nightjars","","OK","Analyzed by Fabian Mora in 2019, tailored by MAS in 2020","Caprimulgus-jotaka-426429.wav-2"
1683,1,9.362,9.40806491100003,"Caprimulgus-jotaka-426429.wav","",0.4016,1.7523,"","2a",NA,13.7937305228334,1,"OK",0.0460649110000304,2031,44.1,1,16,1195776,2,"a","Caprimulgus jotaka","Caprimulgus_jotaka","Nightjars","","OK","Analyzed by Fabian Mora in 2019, tailored by MAS in 2020","Caprimulgus-jotaka-426429.wav-2"
1684,1,9.553,9.59676166499992,"Caprimulgus-jotaka-426429.wav","",0.4016,1.8618,"","2a",NA,15.352354890311,1,"OK",0.04376166499992,1929,44.1,1,16,1195776,2,"a","Caprimulgus jotaka","Caprimulgus_jotaka","Nightjars","","OK","Analyzed by Fabian Mora in 2019, tailored by MAS in 2020","Caprimulgus-jotaka-426429.wav-2"
620,1,2.341,2.47923939700001,"Caprimulgus-macrurus-141804.wav","",0.2636,2.1571,"Caprimulgus-macrurus-141804.Table.1.selections.txt","2a",3,11.10425292973,1,"OK",0.138239397000007,6096,44.1,1,16,741938,2,"a","Caprimulgus macrurus","Caprimulgus_macrurus","Nightjars","","OK","Analyzed by Fabian Mora in 2019, tailored by MAS in 2020","Caprimulgus-macrurus-141804.wav-2"
621,1,2.88,3.02395176900007,"Caprimulgus-macrurus-141804.wav","",0.4314,2.229,"Caprimulgus-macrurus-141804.Table.1.selections.txt","2a",4,15.1786680284134,1,"OK",0.143951769000068,6348,44.1,1,16,741938,2,"a","Caprimulgus macrurus","Caprimulgus_macrurus","Nightjars","","OK","Analyzed by Fabian Mora in 2019, tailored by MAS in 2020","Caprimulgus-macrurus-141804.wav-2"
622,1,3.497,3.63638187200006,"Caprimulgus-macrurus-141804.wav","",0.3835,2.3967,"Caprimulgus-macrurus-141804.Table.1.selections.txt","2a",5,10.604366043584,1,"OK",0.139381872000058,6146,44.1,1,16,741938,2,"a","Caprimulgus macrurus","Caprimulgus_macrurus","Nightjars","","OK","Analyzed by Fabian Mora in 2019, tailored by MAS in 2020","Caprimulgus-macrurus-141804.wav-2"
623,1,4.048,4.18395444900011,"Caprimulgus-macrurus-141804.wav","",0.3835,2.2769,"Caprimulgus-macrurus-141804.Table.1.selections.txt","2a",6,12.2630681595542,1,"OK",0.13595444900011,5995,44.1,1,16,741938,2,"a","Caprimulgus macrurus","Caprimulgus_macrurus","Nightjars","","OK","Analyzed by Fabian Mora in 2019, tailored by MAS in 2020","Caprimulgus-macrurus-141804.wav-2"
624,1,4.892,5.03366681999996,"Caprimulgus-macrurus-141804.wav","",0.3116,2.1571,"Caprimulgus-macrurus-141804.Table.1.selections.txt","1a",7,15.1312955517048,1,"OK",0.141666819999955,6247,44.1,1,16,741938,1,"a","Caprimulgus macrurus","Caprimulgus_macrurus","Nightjars","","OK","Analyzed by Fabian Mora in 2019, tailored by MAS in 2020","Caprimulgus-macrurus-141804.wav-1"
625,1,5.384,5.53366414100013,"Caprimulgus-macrurus-141804.wav","",0.3595,1.9893,"Caprimulgus-macrurus-141804.Table.1.selections.txt","1a",8,13.5645223939681,1,"OK",0.14966414100013,6600,44.1,1,16,741938,1,"a","Caprimulgus macrurus","Caprimulgus_macrurus","Nightjars","","OK","Analyzed by Fabian Mora in 2019, tailored by MAS in 2020","Caprimulgus-macrurus-141804.wav-1"
626,1,5.864,6.01709156400008,"Caprimulgus-macrurus-141804.wav","",0.3116,2.1091,"Caprimulgus-macrurus-141804.Table.1.selections.txt","1a",9,12.715896392219,1,"OK",0.153091564000079,6751,44.1,1,16,741938,1,"a","Caprimulgus macrurus","Caprimulgus_macrurus","Nightjars","","OK","Analyzed by Fabian Mora in 2019, tailored by MAS in 2020","Caprimulgus-macrurus-141804.wav-1"
627,1,6.336,6.49480393600014,"Caprimulgus-macrurus-141804.wav","",0.4314,2.0133,"Caprimulgus-macrurus-141804.Table.1.selections.txt","1a",10,16.1449644161067,1,"OK",0.15880393600014,7003,44.1,1,16,741938,1,"a","Caprimulgus macrurus","Caprimulgus_macrurus","Nightjars","","OK","Analyzed by Fabian Mora in 2019, tailored by MAS in 2020","Caprimulgus-macrurus-141804.wav-1"
628,1,6.801,6.95866146099986,"Caprimulgus-macrurus-141804.wav","",0.2636,2.0612,"Caprimulgus-macrurus-141804.Table.1.selections.txt","1a",11,15.3797711375465,1,"OK",0.157661460999861,6952,44.1,1,16,741938,1,"a","Caprimulgus macrurus","Caprimulgus_macrurus","Nightjars","","OK","Analyzed by Fabian Mora in 2019, tailored by MAS in 2020","Caprimulgus-macrurus-141804.wav-1"
1696,1,7.248,7.41153043200002,"Caprimulgus-macrurus-141804.wav","",0.3286,2.3364,"","1a",NA,13.3907229939217,1,"OK",0.163530432000016,7211,44.1,1,16,741938,1,"a","Caprimulgus macrurus","Caprimulgus_macrurus","Nightjars","","OK","Analyzed by Fabian Mora in 2019, tailored by MAS in 2020","Caprimulgus-macrurus-141804.wav-1"
1697,1,7.684,7.824497977,"Caprimulgus-macrurus-141804.wav","",0.4016,2.2634,"","1a",NA,10.1830861463557,1,"OK",0.140497976999995,6195,44.1,1,16,741938,1,"a","Caprimulgus macrurus","Caprimulgus_macrurus","Nightjars","","OK","Analyzed by Fabian Mora in 2019, tailored by MAS in 2020","Caprimulgus-macrurus-141804.wav-1"
1698,1,8.121,8.26840771299989,"Caprimulgus-macrurus-141804.wav","",0.3651,2.1539,"","1a",NA,14.9768795571908,1,"OK",0.147407712999893,6500,44.1,1,16,741938,1,"a","Caprimulgus macrurus","Caprimulgus_macrurus","Nightjars","","OK","Analyzed by Fabian Mora in 2019, tailored by MAS in 2020","Caprimulgus-macrurus-141804.wav-1"
1699,1,8.543,8.6950142039999,"Caprimulgus-macrurus-141804.wav","",0.4016,2.2269,"","1a",NA,15.6547208265295,1,"OK",0.152014203999897,6703,44.1,1,16,741938,1,"a","Caprimulgus macrurus","Caprimulgus_macrurus","Nightjars","","OK","Analyzed by Fabian Mora in 2019, tailored by MAS in 2020","Caprimulgus-macrurus-141804.wav-1"
1700,1,8.941,9.09531745000001,"Caprimulgus-macrurus-141804.wav","",0.4016,2.0809,"","1a",NA,14.7109167046011,1,"OK",0.154317450000008,6805,44.1,1,16,741938,1,"a","Caprimulgus macrurus","Caprimulgus_macrurus","Nightjars","","OK","Analyzed by Fabian Mora in 2019, tailored by MAS in 2020","Caprimulgus-macrurus-141804.wav-1"
1701,1,9.333,9.47119473099989,"Caprimulgus-macrurus-141804.wav","",0.4016,2.0809,"","1a",NA,12.5921877825534,1,"OK",0.138194730999885,6094,44.1,1,16,741938,1,"a","Caprimulgus macrurus","Caprimulgus_macrurus","Nightjars","","OK","Analyzed by Fabian Mora in 2019, tailored by MAS in 2020","Caprimulgus-macrurus-141804.wav-1"
1702,1,9.69,9.86504665999991,"Caprimulgus-macrurus-141804.wav","",0.3286,2.1174,"","1a",NA,15.4817995058548,1,"OK",0.175046659999907,7719,44.1,1,16,741938,1,"a","Caprimulgus macrurus","Caprimulgus_macrurus","Nightjars","","OK","Analyzed by Fabian Mora in 2019, tailored by MAS in 2020","Caprimulgus-macrurus-141804.wav-1"
1703,1,10.058,10.207710959,"Caprimulgus-macrurus-141804.wav","",0.2921,2.1539,"","1a",NA,13.6639961187869,1,"OK",0.149710959000004,6602,44.1,1,16,741938,1,"a","Caprimulgus macrurus","Caprimulgus_macrurus","Nightjars","","OK","Analyzed by Fabian Mora in 2019, tailored by MAS in 2020","Caprimulgus-macrurus-141804.wav-1"
629,1,8.544,8.72451094899988,"Caprimulgus-macrurus-25980.wav","",0.4074,2.6843,"Caprimulgus-macrurus-25980.Table.1.selections.txt","1a",1,21.8384157618778,1,"OK",0.180510948999881,7960,44.1,1,16,1300608,1,"a","Caprimulgus macrurus","Caprimulgus_macrurus","Nightjars","","OK","Analyzed by Fabian Mora in 2019, tailored by MAS in 2020","Caprimulgus-macrurus-25980.wav-1"
630,1,9.31,9.49279589700001,"Caprimulgus-macrurus-25980.wav","",0.3116,2.8761,"Caprimulgus-macrurus-25980.Table.1.selections.txt","1a",2,23.8490069314604,1,"OK",0.182795897000005,8061,44.1,1,16,1300608,1,"a","Caprimulgus macrurus","Caprimulgus_macrurus","Nightjars","","OK","Analyzed by Fabian Mora in 2019, tailored by MAS in 2020","Caprimulgus-macrurus-25980.wav-1"
632,1,10.278,10.4630808460001,"Caprimulgus-macrurus-25980.wav","",0.3355,2.5166,"Caprimulgus-macrurus-25980.Table.1.selections.txt","1a",4,22.9795439207262,1,"OK",0.185080846000119,8162,44.1,1,16,1300608,1,"a","Caprimulgus macrurus","Caprimulgus_macrurus","Nightjars","","OK","Analyzed by Fabian Mora in 2019, tailored by MAS in 2020","Caprimulgus-macrurus-25980.wav-1"
634,1,12.008,12.1930808459999,"Caprimulgus-macrurus-25980.wav","",0.2876,2.5405,"Caprimulgus-macrurus-25980.Table.1.selections.txt","2a",6,22.9606892573058,1,"OK",0.185080845999892,8162,44.1,1,16,1300608,2,"a","Caprimulgus macrurus","Caprimulgus_macrurus","Nightjars","","OK","Analyzed by Fabian Mora in 2019, tailored by MAS in 2020","Caprimulgus-macrurus-25980.wav-2"
635,1,12.835,13.02122332,"Caprimulgus-macrurus-25980.wav","",0.2397,2.7323,"Caprimulgus-macrurus-25980.Table.1.selections.txt","2a",7,22.1601431057679,1,"OK",0.186223319999954,8212,44.1,1,16,1300608,2,"a","Caprimulgus macrurus","Caprimulgus_macrurus","Nightjars","","OK","Analyzed by Fabian Mora in 2019, tailored by MAS in 2020","Caprimulgus-macrurus-25980.wav-2"
636,1,13.686,13.8699383720001,"Caprimulgus-macrurus-25980.wav","",0.0959,2.6843,"Caprimulgus-macrurus-25980.Table.1.selections.txt","2a",8,15.0966783549263,1,"OK",0.183938372000057,8111,44.1,1,16,1300608,2,"a","Caprimulgus macrurus","Caprimulgus_macrurus","Nightjars","","OK","Analyzed by Fabian Mora in 2019, tailored by MAS in 2020","Caprimulgus-macrurus-25980.wav-2"
637,1,14.52,14.7050808460001,"Caprimulgus-macrurus-25980.wav","",0.4074,2.5405,"Caprimulgus-macrurus-25980.Table.1.selections.txt","2a",9,22.940302052443,1,"OK",0.185080846000119,8162,44.1,1,16,1300608,2,"a","Caprimulgus macrurus","Caprimulgus_macrurus","Nightjars","","OK","Analyzed by Fabian Mora in 2019, tailored by MAS in 2020","Caprimulgus-macrurus-25980.wav-2"
638,1,15.346,15.496806615,"Caprimulgus-macrurus-25980.wav","",0.3355,2.8521,"Caprimulgus-macrurus-25980.Table.1.selections.txt","2a",10,18.6308186555998,1,"OK",0.150806614999965,6650,44.1,1,16,1300608,2,"a","Caprimulgus macrurus","Caprimulgus_macrurus","Nightjars","","OK","Analyzed by Fabian Mora in 2019, tailored by MAS in 2020","Caprimulgus-macrurus-25980.wav-2"
640,1,17.133,17.3169383710001,"Caprimulgus-macrurus-25980.wav","",0.3595,2.5885,"Caprimulgus-macrurus-25980.Table.1.selections.txt","4a",12,24.4214647442903,1,"OK",0.183938371000067,8111,44.1,1,16,1300608,4,"a","Caprimulgus macrurus","Caprimulgus_macrurus","Nightjars","","OK","Analyzed by Fabian Mora in 2019, tailored by MAS in 2020","Caprimulgus-macrurus-25980.wav-4"
642,1,17.92,18.1016534229999,"Caprimulgus-macrurus-25980.wav","",0.4314,2.4926,"Caprimulgus-macrurus-25980.Table.1.selections.txt","4a",14,20.1687276810337,1,"OK",0.181653422999943,8010,44.1,1,16,1300608,4,"a","Caprimulgus macrurus","Caprimulgus_macrurus","Nightjars","","OK","Analyzed by Fabian Mora in 2019, tailored by MAS in 2020","Caprimulgus-macrurus-25980.wav-4"
643,1,0.164,0.330801255999872,"Caprimulgus-macrurus-35706.wav","",0.3835,2.3967,"Caprimulgus-macrurus-35706.Table.1.selections.txt","1a",1,18.3950381567688,1,"OK",0.166801255999872,7355,44.1,1,16,899712,1,"a","Caprimulgus macrurus","Caprimulgus_macrurus","Nightjars","","OK","Analyzed by Fabian Mora in 2019, tailored by MAS in 2020","Caprimulgus-macrurus-35706.wav-1"
644,1,0.802,0.966516307999975,"Caprimulgus-macrurus-35706.wav","",0.4554,2.4447,"Caprimulgus-macrurus-35706.Table.1.selections.txt","1a",2,16.540488873133,1,"OK",0.164516307999975,7255,44.1,1,16,899712,1,"a","Caprimulgus macrurus","Caprimulgus_macrurus","Nightjars","","OK","Analyzed by Fabian Mora in 2019, tailored by MAS in 2020","Caprimulgus-macrurus-35706.wav-1"
645,1,1.434,1.59623135900009,"Caprimulgus-macrurus-35706.wav","",0.5512,2.5645,"Caprimulgus-macrurus-35706.Table.1.selections.txt","1a",3,19.1825917751248,1,"OK",0.162231359000089,7154,44.1,1,16,899712,1,"a","Caprimulgus macrurus","Caprimulgus_macrurus","Nightjars","","OK","Analyzed by Fabian Mora in 2019, tailored by MAS in 2020","Caprimulgus-macrurus-35706.wav-1"
646,1,2.083,2.25094373000016,"Caprimulgus-macrurus-35706.wav","",0.4314,2.5166,"Caprimulgus-macrurus-35706.Table.1.selections.txt","1a",4,16.7537300131436,1,"OK",0.167943730000161,7406,44.1,1,16,899712,1,"a","Caprimulgus macrurus","Caprimulgus_macrurus","Nightjars","","OK","Analyzed by Fabian Mora in 2019, tailored by MAS in 2020","Caprimulgus-macrurus-35706.wav-1"
647,1,3.369,3.53922867900005,"Caprimulgus-macrurus-35706.wav","",0.4554,2.4686,"Caprimulgus-macrurus-35706.Table.1.selections.txt","2a",5,18.2971123366319,1,"OK",0.170228679000047,7507,44.1,1,16,899712,2,"a","Caprimulgus macrurus","Caprimulgus_macrurus","Nightjars","","OK","Analyzed by Fabian Mora in 2019, tailored by MAS in 2020","Caprimulgus-macrurus-35706.wav-2"
648,1,3.987,4.15608620500021,"Caprimulgus-macrurus-35706.wav","",0.3595,2.4447,"Caprimulgus-macrurus-35706.Table.1.selections.txt","2a",6,17.6928456727134,1,"OK",0.169086205000212,7456,44.1,1,16,899712,2,"a","Caprimulgus macrurus","Caprimulgus_macrurus","Nightjars","","OK","Analyzed by Fabian Mora in 2019, tailored by MAS in 2020","Caprimulgus-macrurus-35706.wav-2"
649,1,4.562,4.7288012560001,"Caprimulgus-macrurus-35706.wav","",0.4074,2.4207,"Caprimulgus-macrurus-35706.Table.1.selections.txt","2a",7,18.7479778303594,1,"OK",0.166801256000099,7355,44.1,1,16,899712,2,"a","Caprimulgus macrurus","Caprimulgus_macrurus","Nightjars","","OK","Analyzed by Fabian Mora in 2019, tailored by MAS in 2020","Caprimulgus-macrurus-35706.wav-2"
650,1,5.199,5.3635163080002,"Caprimulgus-macrurus-35706.wav","",0.4074,2.3728,"Caprimulgus-macrurus-35706.Table.1.selections.txt","2a",8,17.5604288839278,1,"OK",0.164516308000202,7255,44.1,1,16,899712,2,"a","Caprimulgus macrurus","Caprimulgus_macrurus","Nightjars","","OK","Analyzed by Fabian Mora in 2019, tailored by MAS in 2020","Caprimulgus-macrurus-35706.wav-2"
651,1,5.857,6.02380125599987,"Caprimulgus-macrurus-35706.wav","",0.3595,2.4207,"Caprimulgus-macrurus-35706.Table.1.selections.txt","2a",9,17.874966234972,1,"OK",0.166801255999872,7355,44.1,1,16,899712,2,"a","Caprimulgus macrurus","Caprimulgus_macrurus","Nightjars","","OK","Analyzed by Fabian Mora in 2019, tailored by MAS in 2020","Caprimulgus-macrurus-35706.wav-2"
1704,1,6.482,6.64322718599991,"Caprimulgus-macrurus-35706.wav","",0.4016,2.2999,"","3a",NA,19.0371299648293,1,"OK",0.161227185999905,7110,44.1,1,16,899712,3,"a","Caprimulgus macrurus","Caprimulgus_macrurus","Nightjars","","OK","Analyzed by Fabian Mora in 2019, tailored by MAS in 2020","Caprimulgus-macrurus-35706.wav-3"
1705,1,7.097,7.27204665999991,"Caprimulgus-macrurus-35706.wav","",0.3651,2.3364,"","3a",NA,17.3012138531306,1,"OK",0.175046659999907,7719,44.1,1,16,899712,3,"a","Caprimulgus macrurus","Caprimulgus_macrurus","Nightjars","","OK","Analyzed by Fabian Mora in 2019, tailored by MAS in 2020","Caprimulgus-macrurus-35706.wav-3"
1706,1,7.714,7.863710959,"Caprimulgus-macrurus-35706.wav","",0.3286,2.3364,"","3a",NA,10.2508293685281,1,"OK",0.149710959000004,6602,44.1,1,16,899712,3,"a","Caprimulgus macrurus","Caprimulgus_macrurus","Nightjars","","OK","Analyzed by Fabian Mora in 2019, tailored by MAS in 2020","Caprimulgus-macrurus-35706.wav-3"
1707,1,8.338,8.4900142039999,"Caprimulgus-macrurus-35706.wav","",0.4016,2.4459,"","3a",NA,12.9362125995617,1,"OK",0.152014203999897,6703,44.1,1,16,899712,3,"a","Caprimulgus macrurus","Caprimulgus_macrurus","Nightjars","","OK","Analyzed by Fabian Mora in 2019, tailored by MAS in 2020","Caprimulgus-macrurus-35706.wav-3"
1708,1,8.988,9.14922718699989,"Caprimulgus-macrurus-35706.wav","",0.2921,2.4459,"","3a",NA,18.6739888975375,1,"OK",0.161227186999895,7110,44.1,1,16,899712,3,"a","Caprimulgus macrurus","Caprimulgus_macrurus","Nightjars","","OK","Analyzed by Fabian Mora in 2019, tailored by MAS in 2020","Caprimulgus-macrurus-35706.wav-3"
